authors,author_sort,rating,library_name,timestamp,formats,size,isbn,identifiers,comments,tags,series,series_index,languages,title,cover,title_sort,publisher,pubdate,id,uuid
"Michael Horton","Horton, Michael","","temp","0101-01-01T02:00:00+02:00","pdf","1050791","","","","Leid, Seelsorge, Krankheit, Trauer","","1.0","eng","A Place for Weakness: Preparing Yourself for Suffering","C:\Users\sever\Documents\temp\Michael Horton\A Place for Weakness_ Preparing You (330)\cover.jpg","Place for Weakness: Preparing Yourself for Suffering, A","Zondervan","0101-01-01T02:00:00+02:00","330","7cb0bd1f-7b69-4b9f-a449-d54fd6338726"
"Stanley M. Horton","Horton, Stanley M.","","temp","0101-01-01T02:00:00+02:00","epub","1492650","","","","Systematik, Dogmatik","","1.0","eng","Systematic Theology","C:\Users\sever\Documents\temp\Stanley M. Horton\Systematic Theology (331)\cover.jpg","Systematic Theology","Gospel Publishing House","0101-01-01T02:00:00+02:00","331","341cda6f-fe46-4dea-8922-6ea6050f7cef"
"H. Wayne House","House, H. Wayne","","temp","0101-01-01T02:00:00+02:00","epub","841717","","","","Systematik, Dogmatik","","1.0","eng","Charts of Christian Theology and Doctrine","C:\Users\sever\Documents\temp\H. Wayne House\Charts of Christian Theology and Do (332)\cover.jpg","Charts of Christian Theology and Doctrine","Zondervan Academic","0101-01-01T02:00:00+02:00","332","f03550c9-432d-4db0-bd32-92521d11708d"
"H. Wayne House","House, H. Wayne","","temp","0101-01-01T02:00:00+02:00","epub","1348326","","","","NT, Chronologie","","1.0","eng","Chronological and Background Charts of the New Testament","C:\Users\sever\Documents\temp\H. Wayne House\Chronological and Background Charts (333)\cover.jpg","Chronological and Background Charts of the New Testament","Zondervan Academic","0101-01-01T02:00:00+02:00","333","b8a6edd5-020b-4078-9ed6-bb4cf10324cc"
"J. Grant Howard","Howard, J. Grant","","temp","0101-01-01T02:00:00+02:00","pdf","4130692","","","","Predigen, Dienst, Praktik","","1.0","eng","Creativity in Preaching: The Craft of Preaching","C:\Users\sever\Documents\temp\J. Grant Howard\Creativity in Preaching_ The Craft (334)\cover.jpg","Creativity in Preaching: The Craft of Preaching","Zondervan","0101-01-01T02:00:00+02:00","334","d9a0e173-dd5e-4a15-8590-b25ecdc60fda"
"R. Kent Hughes & Douglas Sean O'Donnell","Hughes, R. Kent & O'Donnell, Douglas Sean","","temp","0101-01-01T02:00:00+02:00","pdf","5388663","","","","Dienst, Gemeinde, Praktik, Trauung, Beerdigung, Gebet, Bekenntnis, Taufe, Seelsorge","","1.0","eng","The Pastor's Book: A Comprehensive and Practical Guide to Pastoral Ministry","C:\Users\sever\Documents\temp\R. Kent Hughes\The Pastor's Book_ A Comprehensive (335)\cover.jpg","Pastor's Book: A Comprehensive and Practical Guide to Pastoral Ministry, The","Crossway","0101-01-01T02:00:00+02:00","335","54855c0d-450b-40f3-b0bd-266287a66bde"
"Dave Hunt & James White","Hunt, Dave & White, James","","temp","0101-01-01T02:00:00+02:00","pdf","2121039","","","","Systematik, Calvinismus, Reformatorisch, Arminianismus","","1.0","eng","Debating Calvinism: Five Points, Two Views","C:\Users\sever\Documents\temp\Dave Hunt\Debating Calvinism_ Five Points, Tw (336)\cover.jpg","Debating Calvinism: Five Points, Two Views","Hunt & White","0101-01-01T02:00:00+02:00","336","76bd05f9-d0e4-41e6-a1d2-37d3c0fb7110"
"Trent Hunter & Stephen Wellum","Hunter, Trent & Wellum, Stephen","","temp","0101-01-01T02:00:00+02:00","epub","410678","","","","Systematik, Bibliologie, Christologie","","1.0","eng","Christ from Beginning to End: How the Full Story of Scripture Reveals the Full Glory of Christ","C:\Users\sever\Documents\temp\Trent Hunter\Christ from Beginning to End_ How t (337)\cover.jpg","Christ from Beginning to End: How the Full Story of Scripture Reveals the Full Glory of Christ","Zondervan","0101-01-01T02:00:00+02:00","337","e20cd49e-9b18-429d-a06c-a644d71b72e6"
"Jan Hus","Hus, Jan","","temp","0101-01-01T02:00:00+02:00","pdf","15397679","","","","Kirchengeschichte, Historik","","1.0","eng","The Letters of John Hus: With Introductions and Explanatory Notes","C:\Users\sever\Documents\temp\Jan Hus\The Letters of John Hus_ With Intro (338)\cover.jpg","Letters of John Hus: With Introductions and Explanatory Notes, The","Hodder And Stoughton","0101-01-01T02:00:00+02:00","338","b2d23e53-c16f-44d8-8392-4aac73e4e4e8"
"Jan Hus","Hus, Jan","","temp","0101-01-01T02:00:00+02:00","pdf","9067911","","","","Kirchengeschichte, Systematik","","1.0","eng","The Church (De Ecclesia)","C:\Users\sever\Documents\temp\Jan Hus\The Church (De Ecclesia) (339)\cover.jpg","Church (De Ecclesia), The","Charles Scribner's Sons","0101-01-01T02:00:00+02:00","339","0e0cdab9-9005-4932-b431-455cba05b6d8"
"Jan Hus","Hus, Jan","","temp","0101-01-01T02:00:00+02:00","pdf","2853441","","","","Kirchengeschichte, Historik","","1.0","deu","Die Gefangenschaftsbriefe des Johann Hus","C:\Users\sever\Documents\temp\Jan Hus\Die Gefangenschaftsbriefe des Johan (340)\cover.jpg","Gefangenschaftsbriefe des Johann Hus, Die","Richard Wöpke","0101-01-01T02:00:00+02:00","340","82684adc-6f2b-46b2-a2a0-b9130ebaf684"
"Bill Hybels","Hybels, Bill","","temp","0101-01-01T02:00:00+02:00","epub","666416","","","","Gemeinde, Jüngerschaft, Nachfolge","","1.0","eng","The Volunteer Revolution: Unleashing the Power of Everybody","C:\Users\sever\Documents\temp\Bill Hybels\The Volunteer Revolution_ Unleashin (341)\cover.jpg","Volunteer Revolution: Unleashing the Power of Everybody, The","Zondervan","0101-01-01T02:00:00+02:00","341","60609185-6c53-45c5-a692-ef36f9751230"
"Henry Allen Ironside","Ironside, Henry Allen","","temp","0101-01-01T02:00:00+02:00","pdf","655227","","","","Heiligung, Nachfolge","","1.0","deu","Heiligung: Zerrbild und Wirklichkeit","C:\Users\sever\Documents\temp\Henry Allen Ironside\Heiligung_ Zerrbild und Wirklichkei (342)\cover.jpg","Heiligung: Zerrbild und Wirklichkeit","CLV","0101-01-01T02:00:00+02:00","342","94330b85-0d39-46a4-a15c-4570f9513b31"
"Sabine Jäggi","Jäggi, Sabine","","temp","0101-01-01T02:00:00+02:00","pdf","732151","","","","Kinderarbeit, Gemeinde, Praktik, Illustration","","1.0","deu","Ressourcentipps für Gottesdienste für alle","C:\Users\sever\Documents\temp\Sabine Jaggi\Ressourcentipps fur Gottesdienste f (343)\cover.jpg","Ressourcentipps für Gottesdienste für alle","FEG Schweiz","0101-01-01T02:00:00+02:00","343","5ac59956-4c46-472e-9545-5f0ab8cc5362"
"Carolyn Custis James","James, Carolyn Custis","","temp","0101-01-01T02:00:00+02:00","epub","544892","","","","Kommentar, AT, Ruth","","1.0","eng","The Gospel of Ruth: Loving God Enough to Break the Rules","C:\Users\sever\Documents\temp\Carolyn Custis James\The Gospel of Ruth_ Loving God Enou (344)\cover.jpg","Gospel of Ruth: Loving God Enough to Break the Rules, The","Zondervan Academic","0101-01-01T02:00:00+02:00","344","02a3c0b2-8f9c-4b42-80c7-5a44390e06f7"
"Robert Jamieson & A.R. Fausset & David Brown","Jamieson, Robert & Fausset, A.R. & Brown, David","","temp","0101-01-01T02:00:00+02:00","pdf","18553937","","","Habe ich in Logos
","Kommentar, AT, NT, Alle-AT, Alle-NT, Logos","","1.0","eng","Commentary Critical And Explanatory On The Whole Bible","C:\Users\sever\Documents\temp\Robert Jamieson\Commentary Critical And Explanatory (345)\cover.jpg","Commentary Critical And Explanatory On The Whole Bible","Christian Classics Ethereal Library","0101-01-01T02:00:00+02:00","345","a996e065-87dd-48f1-b6cf-7d305185d383"
"Hugh Jeter","Jeter, Hugh","","temp","0101-01-01T02:00:00+02:00","pdf","2417304","","","Hier mit Seitenzahlen:
https://archive.org/details/byhisstripes0000jete/mode/2up
","Systematik, Heilung, Krankheit","","1.0","eng","By His Stripes: A Biblical Study On Divine Healing","C:\Users\sever\Documents\temp\Hugh Jeter\By His Stripes_ A Biblical Study On (346)\cover.jpg","By His Stripes: A Biblical Study On Divine Healing","Gospel Publishing House","0101-01-01T02:00:00+02:00","346","e3cef39e-48af-47aa-93b6-3fc08fa9fa0e"
"Hugh Jeter","Jeter, Hugh","","temp","0101-01-01T02:00:00+02:00","epub","726911","","","Hier mit Seitenzahlen:
https://archive.org/details/byhisstripes0000jete/mode/2up
","Systematik, Krankheit, Heilung, Übersetzt","","1.0","deu","By His Stripes: A Biblical Study On Divine Healing - Deutsch","C:\Users\sever\Documents\temp\Hugh Jeter\By His Stripes_ A Biblical Study On (347)\cover.jpg","By His Stripes: A Biblical Study On Divine Healing - Deutsch","Gospel Publishing House","0101-01-01T02:00:00+02:00","347","7c07298d-a1f5-4f2d-b77b-f8ef21101f1f"
"Bill Johnson & Randy Clark","Johnson, Bill & Clark, Randy","","temp","0101-01-01T02:00:00+02:00","epub","1704500","","","","Heilung, Praktik, Krankheit","","1.0","eng","Anointed to Heal: True Stories and Practical Insight for Praying for the Sick","C:\Users\sever\Documents\temp\Bill Johnson\Anointed to Heal_ True Stories and (348)\cover.jpg","Anointed to Heal: True Stories and Practical Insight for Praying for the Sick","Baker Publishing Group","0101-01-01T02:00:00+02:00","348","086e78d0-6509-4ae8-b791-3281a6bf7015"
"Bill Johnson & Randy Clark","Johnson, Bill & Clark, Randy","","temp","0101-01-01T02:00:00+02:00","azw3","734700","","","","Heilung, Krankheit, Praktik","","1.0","eng","Healing Unplugged: Conversations and Insights from Two Veteran Healing Leaders","C:\Users\sever\Documents\temp\Bill Johnson\Healing Unplugged_ Conversations an (349)\cover.jpg","Healing Unplugged: Conversations and Insights from Two Veteran Healing Leaders","Baker Publishing Group","0101-01-01T02:00:00+02:00","349","ce786817-d076-4a56-9ca8-0dfd4dcfbfb7"
"Bill Johnson & Randy Clark","Johnson, Bill & Clark, Randy","","temp","0101-01-01T02:00:00+02:00","epub","267409","","","","Heilung, Krankheit, Praktik, Gebet","","1.0","eng","The Essential Guide to Healing: Equipping All Christians to Pray for the Sick","C:\Users\sever\Documents\temp\Bill Johnson\The Essential Guide to Healing_ Equ (350)\cover.jpg","Essential Guide to Healing: Equipping All Christians to Pray for the Sick, The","Chosen Books","0101-01-01T02:00:00+02:00","350","b1805904-7c51-4ee3-9b37-b102327924f8"
"Dennis E. Johnson","Johnson, Dennis E.","","temp","0101-01-01T02:00:00+02:00","pdf","4328060","","","","Eschatologie, Kommentar, NT, Offenbarung, Amillennialismus","","1.0","eng","Triumph of the Lamb: A Commentary on Revelation","C:\Users\sever\Documents\temp\Dennis E. Johnson\Triumph of the Lamb_ A Commentary o (351)\cover.jpg","Triumph of the Lamb: A Commentary on Revelation","P&R Publishing","0101-01-01T02:00:00+02:00","351","f010871d-c711-4dd1-a0be-4a2d721f941e"
"Kevin Johnson","Johnson, Kevin","","temp","0101-01-01T02:00:00+02:00","epub","2438055","","","","Krankheit, Heilung, Gebet, Spiritualität","","1.0","eng","Pray the Scriptures When Life Hurts: Experience Hope and Healing Through the Power of God's Word","C:\Users\sever\Documents\temp\Kevin Johnson\Pray the Scriptures When Life Hurts (352)\cover.jpg","Pray the Scriptures When Life Hurts: Experience Hope and Healing Through the Power of God's Word","Baker Publishing Group","0101-01-01T02:00:00+02:00","352","ce66312d-9be3-44a6-9b89-8f5cc8daa472"
"Johnson, Marcus Peter","Johnson, Marcus Peter","","temp","0101-01-01T02:00:00+02:00","epub","338722","","","","Systematik, Erlösung, Ekklesiologie, Sünde, Adoption","","1.0","eng","One with Christ: An Evangelical Theology of Salvation","C:\Users\sever\Documents\temp\Johnson, Marcus Peter\One with Christ_ An Evangelical The (353)\cover.jpg","One with Christ: An Evangelical Theology of Salvation","Crossway","0101-01-01T02:00:00+02:00","353","273e48b0-d625-41af-8940-1cabf1da5b93"
"David Clyde Jones","Jones, David Clyde","","temp","0101-01-01T02:00:00+02:00","epub","2080839","","","","Systematik, Ethik","","1.0","eng","Biblical Christian Ethics","C:\Users\sever\Documents\temp\David Clyde Jones\Biblical Christian Ethics (354)\cover.jpg","Biblical Christian Ethics","Baker Publishing Group","0101-01-01T02:00:00+02:00","354","0bb11183-f98f-48fe-a3eb-b7ba31d4e3f0"
"Peter Jonker","Jonker, Peter","","temp","0101-01-01T02:00:00+02:00","epub","2290723","","","","Predigen, Illustration, Praktik, Dienst","","1.0","eng","Preaching in Pictures: Using Images for Sermons that Connect","C:\Users\sever\Documents\temp\Peter Jonker\Preaching in Pictures_ Using Images (355)\cover.jpg","Preaching in Pictures: Using Images for Sermons that Connect","Abingdon Press","0101-01-01T02:00:00+02:00","355","fe61b9e7-adcf-449f-ac1e-1fc067e8501e"
"Anthony F. Jordan","Jordan, Anthony F.","","temp","0101-01-01T02:00:00+02:00","pdf","715808","","","","Heilung, Krankheit, Systematik","","1.0","eng","Physical Healing and the Atonement of Christ","C:\Users\sever\Documents\temp\Anthony F. Jordan\Physical Healing and the Atonement (356)\cover.jpg","Physical Healing and the Atonement of Christ","Bulwell Christian Fellowship Nottingham","0101-01-01T02:00:00+02:00","356","a68f6d97-71fd-4e5b-bc89-b962737b943d"
"Flavius Josephus","Josephus, Flavius","","temp","0101-01-01T02:00:00+02:00","pdf","19809643","","","","Kirchengeschichte, Historik","","1.0","deu","Aus meinen Leben (Vita): Kritische Ausgabe, Übersetzung und Kommentar","C:\Users\sever\Documents\temp\Flavius Josephus\Aus meinen Leben (Vita)_ Kritische (357)\cover.jpg","Aus meinen Leben (Vita): Kritische Ausgabe, Übersetzung und Kommentar","Mohr Siebeck","0101-01-01T02:00:00+02:00","357","fa1f8f76-0e1f-4efc-8426-df4f6d418ea6"
"Kent Julian","Julian, Kent","","temp","0101-01-01T02:00:00+02:00","pdf","1649842","","","","Jugendarbeit, Gemeinde, Dienst, Jüngerschaft, Nachfolge","","1.0","eng","101 Ideas for Making Disciples in Your Youth Group","C:\Users\sever\Documents\temp\Kent Julian\101 Ideas for Making Disciples in Y (358)\cover.jpg","101 Ideas for Making Disciples in Your Youth Group","Zondervan","0101-01-01T02:00:00+02:00","358","93a0e2ec-416c-4048-b8dd-95b65a0e7bef"
"Kent Julian","Julian, Kent","","temp","0101-01-01T02:00:00+02:00","epub","778543","","","","Jugendarbeit, Gemeinde, Dienst, Jüngerschaft, Nachfolge, Übersetzt","","1.0","deu","101 Ideas for Making Disciples in Your Youth Group - Deutsch","C:\Users\sever\Documents\temp\Kent Julian\101 Ideas for Making Disciples in Y (359)\cover.jpg","101 Ideas for Making Disciples in Your Youth Group - Deutsch","Zondervan","0101-01-01T02:00:00+02:00","359","a99330cb-666a-434d-9414-3eecc703923a"
"Len Kageler","Kageler, Len","","temp","0101-01-01T02:00:00+02:00","pdf","3665348","","","","Jugendarbeit, Gemeinde, Dienst","","1.0","eng","The Youth Ministry Survival Guide: How to Thrive and Last for the Long Haul","C:\Users\sever\Documents\temp\Len Kageler\The Youth Ministry Survival Guide_ (360)\cover.jpg","Youth Ministry Survival Guide: How to Thrive and Last for the Long Haul, The","Zondervan","0101-01-01T02:00:00+02:00","360","01380073-dc3f-4322-b2ad-7d200760e716"
"Kaiser, Walter C.","Kaiser, Walter C.","","temp","0101-01-01T02:00:00+02:00","epub","1211115","","","","Exegese, Predigen","","1.0","eng","Toward an Exegetical Theology: Biblical Exegesis for Preaching & Teaching","C:\Users\sever\Documents\temp\Kaiser, Walter C_\Toward an Exegetical Theology_ Bibl (361)\cover.jpg","Toward an Exegetical Theology: Biblical Exegesis for Preaching & Teaching","Baker Publishing Group","0101-01-01T02:00:00+02:00","361","77bbd38c-3c52-43d4-b140-c56eb3e2d850"
"Walter C. Kaiser & Peter H. Davids & F. F. Bruce & Manfred T. Brauch","Kaiser, Walter C. & Davids, Peter H. & Bruce, F. F. & Brauch, Manfred T.","","temp","0101-01-01T02:00:00+02:00","pdf","3791795","","","","Apologetik, Wunder, Bibliologie, Prophetie, AT, NT","","1.0","eng","Hard Sayings of the Bible","C:\Users\sever\Documents\temp\Walter C. Kaiser\Hard Sayings of the Bible (362)\cover.jpg","Hard Sayings of the Bible","InterVarsity Press","0101-01-01T02:00:00+02:00","362","7e6263d3-18b5-43f3-aa54-4577c4f87b99"
"J. Ellsworth Kalas","Kalas, J. Ellsworth","","temp","0101-01-01T02:00:00+02:00","epub","697444","","","","Predigen, Dienst, Praktik","","1.0","eng","Preaching in an Age of Distraction","C:\Users\sever\Documents\temp\J. Ellsworth Kalas\Preaching in an Age of Distraction (363)\cover.jpg","Preaching in an Age of Distraction","InterVarsity Press","0101-01-01T02:00:00+02:00","363","e1d73e4d-08f9-4280-b3d3-e5345b58b815"
"Mary A. Kassian & Nancy Wolgemuth","Kassian, Mary A. & Wolgemuth, Nancy","","temp","0101-01-01T02:00:00+02:00","pdf","2328216","","","","Frauenarbeit, Identität, Persönlichkeit, Gefühle, Schöpfung","","1.0","deu","Divine Design: Gottes gute Gedanken für Frauen","C:\Users\sever\Documents\temp\Mary A. Kassian\Divine Design_ Gottes gute Gedanken (364)\cover.jpg","Divine Design: Gottes gute Gedanken für Frauen","CLV","0101-01-01T02:00:00+02:00","364","702aad24-f0c4-41fe-b731-d82507de32c1"
"Craig S. Keener","Keener, Craig S.","","temp","0101-01-01T02:00:00+02:00","pdf","13365744","","","","Geistesgaben, Heiliger Geist","","1.0","eng","Gift and Giver The Holy Spirit for Today","C:\Users\sever\Documents\temp\Craig S. Keener\Gift and Giver The Holy Spirit for (365)\cover.jpg","Gift and Giver The Holy Spirit for Today","Baker Academic","0101-01-01T02:00:00+02:00","365","5fc27480-399b-40d9-95e5-da30f16baff3"
"Craig S. Keener","Keener, Craig S.","","temp","0101-01-01T02:00:00+02:00","pdf","8487131","","","","Kommentar, NT, Johannes","","1.0","eng","The Gospel of John","C:\Users\sever\Documents\temp\Craig S. Keener\The Gospel of John (366)\cover.jpg","Gospel of John, The","Baker Academic","0101-01-01T02:00:00+02:00","366","d99d15d8-64c3-4e34-b46a-579fa25df25b"
"Craig S. Keener","Keener, Craig S.","","temp","0101-01-01T02:00:00+02:00","pdf","30352284","","","","Kommentar, NT, Galater","","1.0","eng","Galatians","C:\Users\sever\Documents\temp\Craig S. Keener\Galatians (367)\cover.jpg","Galatians","Baker Academic","0101-01-01T02:00:00+02:00","367","118ce5cd-23dc-4940-bc78-674da3e96592"
"Craig S. Keener","Keener, Craig S.","","temp","0101-01-01T02:00:00+02:00","epub","4942003","","","","Kommentar, NT, Petrus","","1.0","eng","1 Peter","C:\Users\sever\Documents\temp\Craig S. Keener\1 Peter (368)\cover.jpg","Peter, 1","Baker Academic","0101-01-01T02:00:00+02:00","368","a388ab37-371a-481b-bb39-db67880e62c7"
"Craig S. Keener","Keener, Craig S.","","temp","0101-01-01T02:00:00+02:00","pdf","9700958","","","","Kommentar, NT, Alle-NT","","1.0","eng","The IVP Bible Background Commentary: New Testament","C:\Users\sever\Documents\temp\Craig S. Keener\The IVP Bible Background Commentary (369)\cover.jpg","IVP Bible Background Commentary: New Testament, The","InterVarsity Press","0101-01-01T02:00:00+02:00","369","458e8f1a-9a7f-45ba-9b75-cf08828571c0"
"Craig S. Keener","Keener, Craig S.","","temp","0101-01-01T02:00:00+02:00","pdf","5029384","","","","Systematik, Hermeneutik","","1.0","eng","Spirit Hermeneutics: Reading Scripture in Light of Pentecost","C:\Users\sever\Documents\temp\Craig S. Keener\Spirit Hermeneutics_ Reading Script (370)\cover.jpg","Spirit Hermeneutics: Reading Scripture in Light of Pentecost","Eerdmans Publishing","0101-01-01T02:00:00+02:00","370","ac15fe49-b133-4ec7-848b-af99024bfcbb"
"Craig S. Keener","Keener, Craig S.","","temp","0101-01-01T02:00:00+02:00","pdf","10092397","","","","Systematik, Wunder, Kontinuismus","","1.0","eng","Miracles Today: The Supernatural Work of God in the Modern World","C:\Users\sever\Documents\temp\Craig S. Keener\Miracles Today_ The Supernatural Wo (371)\cover.jpg","Miracles Today: The Supernatural Work of God in the Modern World","Baker Publishing Group","0101-01-01T02:00:00+02:00","371","de441d18-3198-4c58-93c2-d0b43efd3141"
"Craig S. Keener","Keener, Craig S.","","temp","0101-01-01T02:00:00+02:00","pdf","9152068","","","","Systematik, Bibliologie","","1.0","eng","Christobiography: Memory, History, and the Reliability of the Gospels","C:\Users\sever\Documents\temp\Craig S. Keener\Christobiography_ Memory, History, (372)\cover.jpg","Christobiography: Memory, History, and the Reliability of the Gospels","Eerdmans Publishing","0101-01-01T02:00:00+02:00","372","e7ed1284-459f-4a53-9bfe-4a15f69b91d5"
"Craig S. Keener","Keener, Craig S.","","temp","0101-01-01T02:00:00+02:00","pdf","8053397","","","","Systematik, Bibliologie","","1.0","eng","The Historical Jesus of the Gospels","C:\Users\sever\Documents\temp\Craig S. Keener\The Historical Jesus of the Gospels (373)\cover.jpg","Historical Jesus of the Gospels, The","Eerdmans Publishing","0101-01-01T02:00:00+02:00","373","ef75930f-e88f-449e-851c-ab84520ceb53"
"Craig S. Keener","Keener, Craig S.","","temp","0101-01-01T02:00:00+02:00","pdf","7198623","","","","Kommentar, Matthäus","","1.0","eng","A Commentary on the Gospel of Matthew","C:\Users\sever\Documents\temp\Craig S. Keener\A Commentary on the Gospel of Matth (374)\cover.jpg","Commentary on the Gospel of Matthew, A","Eerdmans Publishing","0101-01-01T02:00:00+02:00","374","98e6dcdf-290b-4a75-ac77-4663261535f7"
"Craig S. Keener","Keener, Craig S.","","temp","0101-01-01T02:00:00+02:00","pdf","7637245","","","","Kommentar, Pneumatologie, NT, Matthäus, Markus, Lukas, Johannes, Apostelgeschichte","","1.0","eng","The Spirit in the Gospels and Acts: Divine Purity and Power","C:\Users\sever\Documents\temp\Craig S. Keener\The Spirit in the Gospels and Acts_ (375)\cover.jpg","Spirit in the Gospels and Acts: Divine Purity and Power, The","Hendrickson","0101-01-01T02:00:00+02:00","375","4e46c259-df3c-4e2a-9126-e93ec89a9e78"
"Craig S. Keener & Jeremy S. Crenshaw & Jordan Daniel May","Keener, Craig S. & Crenshaw, Jeremy S. & May, Jordan Daniel","","temp","0101-01-01T02:00:00+02:00","pdf","4775325","","","","Bibliologie, Johannes, Johannesbriefe","","1.0","eng","But These Are Written...: Essays on Johannine Literature","C:\Users\sever\Documents\temp\Craig S. Keener\But These Are Written_._ Essays on (376)\cover.jpg","But These Are Written...: Essays on Johannine Literature","Pickwick Publications","0101-01-01T02:00:00+02:00","376","1d8d5fc7-9b61-43a5-a062-68108d5b5deb"
"Bob Kellemen & Kevin Carson","Kellemen, Bob & Carson, Kevin","","temp","0101-01-01T02:00:00+02:00","pdf","4399587","","","","Seelsorge, Praktik, Gemeinde","","1.0","eng","Biblical Counseling and the Church: God's Care Through God's People","C:\Users\sever\Documents\temp\Bob Kellemen\Biblical Counseling and the Church_ (377)\cover.jpg","Biblical Counseling and the Church: God's Care Through God's People","Zondervan","0101-01-01T02:00:00+02:00","377","2d5979eb-12a6-4236-80f9-b9fc77f76151"
"Martin Keller","Keller, Martin","","temp","0101-01-01T02:00:00+02:00","pdf","29566807","","","","Leiterschaft, Dienst, Praktik, Gemeinde","","1.0","deu","Sieben Prinzipien für seelisch gesunde Leiter","C:\Users\sever\Documents\temp\Martin Keller\Sieben Prinzipien fur seelisch gesu (378)\cover.jpg","Sieben Prinzipien für seelisch gesunde Leiter","FEG Schweiz","0101-01-01T02:00:00+02:00","378","9decc950-87ff-430f-8960-6d161f7bc645"
"Timothy Keller","Keller, Timothy","","temp","0101-01-01T02:00:00+02:00","pdf","1072976","","","","Apologetik, Predigen, Dienst, Praktik","","1.0","eng","Preaching: Communicating Faith in an Age of Skepticism","C:\Users\sever\Documents\temp\Timothy Keller\Preaching_ Communicating Faith in a (379)\cover.jpg","Preaching: Communicating Faith in an Age of Skepticism","Penguin","0101-01-01T02:00:00+02:00","379","77b65f8e-410e-4911-879d-2dc83512c1eb"
"Timothy Keller & J. Allen Thompson","Keller, Timothy & Thompson, J. Allen","","temp","0101-01-01T02:00:00+02:00","pdf","38338003","","","","Gemeindegründung, Praktik, Dienst, Erweckung","","1.0","deu","Handbuch zur urbanen Gemeindegründung","C:\Users\sever\Documents\temp\Timothy Keller\Handbuch zur urbanen Gemeindegrundu (380)\cover.jpg","Handbuch zur urbanen Gemeindegründung","Pulsmedien","0101-01-01T02:00:00+02:00","380","17f69f4b-cfcc-4f99-abfe-67303fe458ad"
"Gabrielle Kelly","Kelly, Gabrielle","","temp","0101-01-01T02:00:00+02:00","pdf","4745683","","","","Englisch, Sprache","","1.0","eng","English For Theology: A Resource for Teachers and Students","C:\Users\sever\Documents\temp\Gabrielle Kelly\English For Theology_ A Resource fo (381)\cover.jpg","English For Theology: A Resource for Teachers and Students","ATF","0101-01-01T02:00:00+02:00","381","c802f77a-9a6b-42d0-928d-467141a16355"
"R. T. Kendall","Kendall, R. T.","","temp","0101-01-01T02:00:00+02:00","epub","1081495","","","","Bergpredigt, Kommentar, NT, Matthäus","","1.0","eng","The Sermon on the Mount: A Verse-by-Verse Look at the Greatest Teachings of Jesus","C:\Users\sever\Documents\temp\R. T. Kendall\The Sermon on the Mount_ A Verse-by (382)\cover.jpg","Sermon on the Mount: A Verse-by-Verse Look at the Greatest Teachings of Jesus, The","Baker Publishing Group","0101-01-01T02:00:00+02:00","382","849719e5-6044-43ce-817c-eafe5cf7657e"
"Julius J. Kim","Kim, Julius J.","","temp","0101-01-01T02:00:00+02:00","epub","450935","","","","Predigen, Dienst","","1.0","eng","Preaching the Whole Counsel of God: Design and Deliver Gospel-Centered Sermons","C:\Users\sever\Documents\temp\Julius J. Kim\Preaching the Whole Counsel of God_ (383)\cover.jpg","Preaching the Whole Counsel of God: Design and Deliver Gospel-Centered Sermons","Zondervan Academic","0101-01-01T02:00:00+02:00","383","876c3585-22e1-4921-85fc-7fba9ef7f688"
"Matthew D. Kim","Kim, Matthew D.","","temp","0101-01-01T02:00:00+02:00","epub","5035268","","","","Predigen, Leid, Krankheit, Trauer","","1.0","eng","Preaching to People in Pain: How Suffering Can Shape Your Sermons and Connect with Your Congregation","C:\Users\sever\Documents\temp\Matthew D. Kim\Preaching to People in Pain_ How Su (384)\cover.jpg","Preaching to People in Pain: How Suffering Can Shape Your Sermons and Connect with Your Congregation","Baker Publishing Group","0101-01-01T02:00:00+02:00","384","5cb073db-2529-4070-89a2-9e49e0449d42"
"Matthew D. Kim","Kim, Matthew D.","","temp","0101-01-01T02:00:00+02:00","epub","5035268","","","","Predigen, Leid, Krankheit, Dienst, Gemeinde, Praktik","","1.0","eng","Preaching to People in Pain: How Suffering Can Shape Your Sermons and Connect with Your Congregation","C:\Users\sever\Documents\temp\Matthew D. Kim\Preaching to People in Pain_ How Su (385)\cover.jpg","Preaching to People in Pain: How Suffering Can Shape Your Sermons and Connect with Your Congregation","Baker Publishing Group","0101-01-01T02:00:00+02:00","385","cf2f028b-1b93-4558-9710-a1d86b8c65d7"
"Matthew D. Kim & Scott M. Gibson","Kim, Matthew D. & Gibson, Scott M.","","temp","0101-01-01T02:00:00+02:00","epub","2832510","","","","Predigen, Dienst, Praktik","","1.0","eng","The Big Idea Companion for Preaching and Teaching: A Guide from Genesis to Revelation","C:\Users\sever\Documents\temp\Matthew D. Kim\The Big Idea Companion for Preachin (386)\cover.jpg","Big Idea Companion for Preaching and Teaching: A Guide from Genesis to Revelation, The","Baker Publishing Group","0101-01-01T02:00:00+02:00","386","ccd285d6-0ef5-4fd9-8eee-3d90e1befeff"
